school,program,occurrence,category,level,year,points,status
Dalane videregående skole,Kjøretøy,0,TP,Vg2,2024,,open
Dalane videregående skole,Kjøretøy,0,TP,Vg2,2025,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2018,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2019,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2020,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2021,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2022,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2023,,open
Dalane videregående skole,Realfag,0,ST,Vg2,2024,35.0,points
Dalane videregående skole,Realfag,0,ST,Vg2,2025,,open
Dalane videregående skole,Salg og reiseliv,0,SR,Vg2,2022,,open
Dalane videregående skole,Salg og reiseliv,0,SR,Vg2,2023,28.8,points
Dalane videregående skole,Salg og reiseliv,0,SR,Vg2,2024,,open
Dalane videregående skole,Salg og reiseliv,0,SR,Vg2,2025,,open
Dalane videregående skole,"Salg, service og sikkerhet",0,SR,Vg2,2018,,open
Dalane videregående skole,"Salg, service og sikkerhet",0,SR,Vg2,2019,,open
Dalane videregående skole,"Salg, service og sikkerhet",0,SR,Vg2,2020,,open
Dalane videregående skole,"Salg, service og sikkerhet",0,SR,Vg2,2021,,discontinued
Dalane videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2021,28.9,points
Dalane videregående skole,"Service, sikkerhet og admin",0,SR,Vg2,2022,,open
Dalane videregående skole,"Service, sikkerhet og administrasjon",0,SR,Vg2,2021,28.9,points
Dalane videregående skole,"Service, sikkerhet og administrasjon",0,SR,Vg2,2022,,open
Dalane videregående skole,"Service, sikkerhet og administrasjon",0,SR,Vg2,2023,,open
Dalane videregående skole,"Service, sikkerhet og administrasjon",0,SR,Vg2,2024,,open
Dalane videregående skole,"Service, sikkerhet og administrasjon",0,SR,Vg2,2025,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2018,28.2,points
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2019,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2020,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2021,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2022,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2023,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2024,,open
Dalane videregående skole,"Språk, samfunn og økonomi",0,ST,Vg2,2025,,open
Dalane videregående skole,Tømrer,0,BA,Vg2,2021,35.7,points
Dalane videregående skole,Tømrer,0,BA,Vg2,2022,24.3,points
Dalane videregående skole,Tømrer,0,BA,Vg2,2023,32.9,points
Dalane videregående skole,Tømrer,0,BA,Vg2,2024,31.4,points
Dalane videregående skole,Tømrer,0,BA,Vg2,2025,,open
Dalane videregående skole,Vg 4 Påbygg gen studiekom e/yrkeskomp (PBPBY4YK),0,PB,Vg2/Vg3,2022,,open
Dalane videregående skole,Vg 4 Påbygg gen studiekom e/yrkeskomp (PBPBY4YK),0,PB,Vg2/Vg3,2023,,open
Dalane videregående skole,Vg 4 Påbygg gen studiekom e/yrkeskomp (PBPBY4YK),0,PB,Vg2/Vg3,2024,,open
Dalane videregående skole,Vg 4 Påbygg gen studiekom e/yrkeskomp (PBPBY4YK),0,PB,Vg2/Vg3,2025,,open
Dalane videregående skole,Energi operatørfaget,0,EL,Vg3,2021,,open
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2018,24.4,points
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2019,37.8,points
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2020,23.8,points
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2021,45.0,points
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2022,,open
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2023,,open
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2024,30.0,points
Dalane videregående skole,Påbygg til generell studiekompetanse,0,PB,Vg3,2025,40.0,points
Dalane videregående skole,Realfag,1,ST,Vg3,2018,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2019,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2020,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2021,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2022,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2023,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2024,,priority
Dalane videregående skole,Realfag,1,ST,Vg3,2025,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2018,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2019,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2020,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2021,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2022,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2023,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2024,,priority
Dalane videregående skole,"Språk, samfunn og økonomi",1,ST,Vg3,2025,,priority
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2018,28.1,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2019,28.9,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2020,30.0,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2021,31.9,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2022,,open
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2023,31.5,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2024,29.9,points
Gand videregående skole,Bygg- og anleggsteknikk,0,BA,Vg1,2025,32.5,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2019,37.6,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2020,37.7,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2021,38.7,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2022,39.3,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2023,34.7,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2024,37.7,points
Gand videregående skole,Elektro og datateknologi,0,EL,Vg1,2025,35.3,points
Gand videregående skole,Elektrofag,0,EL,Vg1,2018,37.6,points
Gand videregående skole,Elektrofag,0,EL,Vg1,2019,37.6,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2018,32.2,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2019,34.0,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2020,36.0,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2021,37.3,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2022,33.6,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2023,30.9,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2024,30.9,points
Gand videregående skole,Helse- og oppvekstfag,0,HS,Vg1,2025,31.6,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2020,37.8,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2021,37.6,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2022,37.6,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2023,37.7,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2024,35.0,points
Gand videregående skole,IT og medieproduksjon,0,IM,Vg1,2025,29.4,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2020,30.8,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2021,32.0,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2022,27.6,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2023,30.3,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2024,34.0,points
Gand videregående skole,"Salg, service og reiseliv",0,SR,Vg1,2025,30.4,points
Gand videregående skole,Service og samferdsel,0,SR,Vg1,2018,25.3,points
Gand videregående skole,Service og samferdsel,0,SR,Vg1,2019,30.4,points
Gand videregående skole,Service og samferdsel,0,SR,Vg1,2020,,discontinued
Gand videregående skole,Service og samferdsel,0,SR,Vg1,2021,,discontinued
Gand videregående skole,Teknikk og industriell produksjon,0,TP,Vg1,2018,27.9,points
Gand videregående skole,Teknikk og industriell produksjon,0,TP,Vg1,2019,31.2,points
Gand videregående skole,Teknologi- og industrifag,0,TP,Vg1,2019,31.2,points
Gand videregående skole,Teknologi- og industrifag,0,TP,Vg1,2020,34.7,points
