year,fylke,school,program,level,category,state,actual,forecast,p_fill,p_fill_raw,history_years,last_year_value
2026,Oslo,Kuben videregående skole,"informasjonsteknologi og medieproduksjon, sk 3 år",Vg1,IM,num,40.0,43.1,0.898,0.994,6,42.1
2026,Oslo,Kuben videregående skole,studiespesialisering,Vg1,ST,num,36.8,41.42,0.833,0.979,6,38.7
2026,Oslo,Kuben videregående skole,teknologi- og industrifag,Vg1,TP,num,37.6,35.93,0.913,0.996,4,38.3
2026,Oslo,Lambertseter videregående skole,idrettsfag,Vg1,ID,num,45.6,44.11,0.877,0.99,6,45.0
2026,Oslo,Lambertseter videregående skole,studiespesialisering,Vg1,ST,num,42.9,42.58,0.827,0.977,6,42.2
2026,Oslo,Mølla videregående skole,helse- og oppvekstfag,Vg1,HS,num,37.5,32.49,0.79,0.962,0,
2026,Oslo,Mølla videregående skole,studiespesialisering,Vg1,ST,num,45.2,39.51,0.759,0.944,0,
2026,Oslo,Nydalen videregående skole,helse- og oppvekstfag,Vg1,HS,num,37.7,38.48,0.851,0.984,6,40.0
2026,Oslo,Nydalen videregående skole,"salg, service og reiseliv",Vg1,SR,num,38.9,38.14,0.884,0.992,6,39.7
2026,Oslo,Nydalen videregående skole,studiespesialisering,Vg1,ST,num,51.2,49.71,0.834,0.979,6,53.1
2026,Oslo,Oslo Handelsgymnasium,studiespesialisering,Vg1,ST,num,38.0,38.12,0.827,0.977,6,35.7
2026,Oslo,Oslo katedralskole,studiespesialisering,Vg1,ST,num,47.7,45.6,0.822,0.975,6,46.0
2026,Oslo,Persbråten videregående skole,idrettsfag,Vg1,ID,num,44.3,41.02,0.877,0.99,6,44.7
2026,Oslo,Persbråten videregående skole,studiespesialisering,Vg1,ST,num,48.1,39.8,0.827,0.977,6,44.0
2026,Oslo,Stovner videregående skole,bygg- og anleggsteknikk,Vg1,BA,open,,19.62,0.521,0.615,3,15.6
2026,Oslo,Stovner videregående skole,helse- og oppvekstfag,Vg1,HS,num,22.2,22.48,0.558,0.69,3,27.3
2026,Oslo,Stovner videregående skole,naturbruk,Vg1,NA,num,19.3,25.65,0.743,0.933,4,27.9
2026,Oslo,Stovner videregående skole,studiespesialisering,Vg1,ST,open,,28.44,0.346,0.246,1,13.2
2026,Oslo,Stovner videregående skole,teknologi- og industrifag,Vg1,TP,num,21.3,24.99,0.587,0.744,2,26.7
2026,Oslo,Ullern videregående skole,elektro og datateknologi,Vg1,EL,num,40.0,37.77,0.934,0.998,5,35.7
2026,Oslo,Ullern videregående skole,"helse- og oppvekstfag, helsearbeid, sk 3 år",Vg1,HS,num,38.2,39.96,0.872,0.989,6,40.3
2026,Oslo,Ullern videregående skole,medier og kommunikasjon,Vg1,MK,num,42.8,43.46,0.85,0.984,6,44.1
2026,Oslo,Ullern videregående skole,studiespesialisering,Vg1,ST,num,45.3,45.26,0.847,0.983,6,44.4
2026,Oslo,Ulsrud videregående skole,helse- og oppvekstfag,Vg1,HS,open,,23.78,0.313,0.19,0,
2026,Oslo,Ulsrud videregående skole,"helse- og oppvekstfag, barne- og ungd.arbeiderfag, sk 3 år",Vg1,HS,num,30.8,32.18,0.755,0.942,5,29.7
2026,Oslo,Ulsrud videregående skole,"helse/oppvekst, ambulanse, sk 3 år",Vg1,HS,num,37.3,34.9,0.716,0.912,2,36.7
2026,Oslo,Ulsrud videregående skole,idrettsfag,Vg1,ID,open,,26.56,0.489,0.546,2,16.7
2026,Oslo,Ulsrud videregående skole,studiespesialisering,Vg1,ST,open,,25.86,0.395,0.341,1,10.7
2026,Oslo,Valle Hovin videregående skole,studiespesialisering,Vg1,ST,num,48.0,45.74,0.822,0.975,6,47.8
2026,Oslo,Vika videregående skole,studiespesialisering,Vg1,ST,num,45.0,43.61,0.818,0.974,5,45.0
2026,Vestland,Amalie Skram videregående skole,informasjonsteknologi og medieproduksjon,Vg1,IM,num,38.8,44.98,0.933,0.998,6,43.1
2026,Vestland,Amalie Skram videregående skole,medier og kommunikasjon,Vg1,MK,num,46.1,47.95,0.9,0.994,6,45.9
2026,Vestland,Amalie Skram videregående skole,"salg, service og reiseliv",Vg1,SR,num,42.2,41.99,0.919,0.997,4,43.1
2026,Vestland,Amalie Skram videregående skole,studiespesialisering,Vg1,ST,num,50.6,50.6,0.897,0.994,9,51.9
2026,Vestland,Amalie Skram videregående skole,informasjonsteknologi,Vg2,IM,num,41.3,41.55,0.915,0.996,5,42.2
2026,Vestland,Amalie Skram videregående skole,medieproduksjon,Vg2,IM,num,45.0,44.96,0.908,0.995,5,46.3
2026,Vestland,Amalie Skram videregående skole,"salg, service og reiseliv",Vg2,SR,num,43.8,40.59,0.872,0.989,0,
2026,Vestland,Amalie Skram videregående skole,påbygg. gen. studiekompetanse,Vg3,PB,num,52.5,50.24,0.935,0.998,4,53.8
2026,Vestland,Arna vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,open,,26.57,0.722,0.917,4,26.0
2026,Vestland,Arna vidaregåande skule,helse- og oppvekstfag,Vg1,HS,open,,26.92,0.416,0.385,3,21.2
2026,Vestland,Arna vidaregåande skule,informasjonsteknologi og medieproduksjon,Vg1,IM,num,42.4,31.32,0.862,0.987,2,28.0
2026,Vestland,Arna vidaregåande skule,studiespesialisering,Vg1,ST,num,37.5,39.16,0.696,0.893,8,37.5
2026,Vestland,Arna vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,26.37,0.727,0.921,4,23.3
2026,Vestland,Arna vidaregåande skule,informasjonsteknologi,Vg2,IM,open,,24.39,0.761,0.945,2,20.0
2026,Vestland,Arna vidaregåande skule,tømrer,Vg2,BA,open,,26.4,0.72,0.915,4,32.9
2026,Vestland,Arna vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,35.6,34.39,0.799,0.966,0,
2026,Vestland,Askøy videregående skole,bygg- og anleggsteknikk,Vg1,BA,num,23.1,32.09,0.798,0.966,5,31.9
2026,Vestland,Askøy videregående skole,elektro og datateknologi,Vg1,EL,num,36.3,37.51,0.937,0.998,5,39.3
2026,Vestland,Askøy videregående skole,helse- og oppvekstfag,Vg1,HS,num,33.3,36.01,0.885,0.992,6,40.0
2026,Vestland,Askøy videregående skole,studiespesialisering,Vg1,ST,num,40.0,42.17,0.775,0.954,8,43.1
2026,Vestland,Askøy videregående skole,teknologi- og industrifag,Vg1,TP,num,37.5,35.68,0.928,0.997,5,40.0
2026,Vestland,Askøy videregående skole,barne- og ungdomsarbeider,Vg2,HS,num,46.7,33.77,0.889,0.993,5,28.8
2026,Vestland,Askøy videregående skole,elenergi og ekom,Vg2,EL,num,35.7,38.59,0.933,0.998,5,38.6
2026,Vestland,Askøy videregående skole,helsearbeiderfag,Vg2,HS,open,,33.07,0.894,0.993,5,37.8
2026,Vestland,Askøy videregående skole,industriteknologi,Vg2,TP,num,34.3,32.24,0.911,0.996,5,32.5
2026,Vestland,Askøy videregående skole,kjøretøy,Vg2,TP,open,,27.15,0.847,0.983,2,20.0
2026,Vestland,Askøy videregående skole,tømrer,Vg2,BA,num,26.3,31.47,0.89,0.993,5,32.9
2026,Vestland,Askøy videregående skole,påbygg. gen. studiekompetanse,Vg3,PB,num,38.6,39.18,0.831,0.978,3,47.5
2026,Vestland,Austevoll vidaregåande skule,naturbruk,Vg1,NA,num,31.7,34.99,0.878,0.991,6,36.0
2026,Vestland,Austevoll vidaregåande skule,teknologi- og industrifag,Vg1,TP,open,,34.9,0.815,0.973,4,32.3
2026,Vestland,Austevoll vidaregåande skule,akvakultur,Vg2,NA,num,38.6,32.76,0.868,0.989,5,31.4
2026,Vestland,Austevoll vidaregåande skule,fiske og fangst,Vg2,NA,num,41.3,41.34,0.896,0.994,5,44.3
2026,Vestland,Austevoll vidaregåande skule,maritime fag,Vg2,TP,num,35.0,36.26,0.805,0.969,4,36.3
2026,Vestland,Austrheim vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,num,30.8,30.99,0.771,0.952,5,37.1
2026,Vestland,Austrheim vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,32.9,33.96,0.726,0.921,5,36.3
2026,Vestland,Austrheim vidaregåande skule,naturbruk,Vg1,NA,num,32.4,32.77,0.862,0.987,4,34.7
2026,Vestland,Austrheim vidaregåande skule,studiespesialisering,Vg1,ST,num,29.4,38.62,0.412,0.378,3,38.56
2026,Vestland,Austrheim vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,33.2,34.85,0.889,0.993,5,40.4
2026,Vestland,Austrheim vidaregåande skule,akvakultur,Vg2,NA,open,,27.63,0.743,0.933,2,24.3
2026,Vestland,Austrheim vidaregåande skule,anleggsteknikk,Vg2,BA,num,40.0,35.91,0.906,0.995,4,37.5
2026,Vestland,Austrheim vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,26.73,0.739,0.93,2,20.0
2026,Vestland,Austrheim vidaregåande skule,industriteknologi,Vg2,TP,num,35.0,34.38,0.868,0.989,5,37.5
2026,Vestland,Austrheim vidaregåande skule,kjøretøy,Vg2,TP,open,,28.59,0.705,0.902,3,30.0
2026,Vestland,Austrheim vidaregåande skule,maritime fag,Vg2,TP,num,38.8,34.95,0.843,0.982,2,32.5
2026,Vestland,Austrheim vidaregåande skule,overflateteknikk,Vg2,BA,num,26.3,30.97,0.629,0.811,0,
2026,Vestland,Austrheim vidaregåande skule,tømrer,Vg2,BA,num,28.6,26.35,0.733,0.926,4,22.9
2026,Vestland,Bergen katedralskole,studiespesialisering,Vg1,ST,num,47.5,47.1,0.867,0.988,9,48.5
2026,Vestland,Bergen katedralskole,"studiespesialisering, forberedende ib",Vg1,ST,num,40.6,42.95,0.713,0.909,0,
2026,Vestland,Bømlo vidaregåande skule,elektro og datateknologi,Vg1,EL,num,27.4,31.98,0.915,0.996,4,22.3
2026,Vestland,Bømlo vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,34.1,31.97,0.699,0.896,5,37.6
2026,Vestland,Bømlo vidaregåande skule,naturbruk,Vg1,NA,open,,32.99,0.88,0.991,4,32.3
2026,Vestland,Bømlo vidaregåande skule,studiespesialisering,Vg1,ST,num,42.5,39.64,0.771,0.951,5,44.3
2026,Vestland,Bømlo vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,27.0,28.44,0.772,0.952,3,19.4
2026,Vestland,Bømlo vidaregåande skule,akvakultur,Vg2,NA,open,,31.57,0.769,0.95,2,26.7
2026,Vestland,Bømlo vidaregåande skule,automatisering,Vg2,EL,num,38.8,39.6,0.812,0.971,3,42.9
2026,Vestland,Bømlo vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,num,23.8,31.54,0.862,0.987,5,31.3
2026,Vestland,Bømlo vidaregåande skule,elenergi og ekom,Vg2,EL,open,,33.71,0.91,0.996,4,35.7
2026,Vestland,Bømlo vidaregåande skule,helsearbeiderfag,Vg2,HS,num,30.0,34.76,0.765,0.948,4,32.5
2026,Vestland,Bømlo vidaregåande skule,industriteknologi,Vg2,TP,num,33.8,28.01,0.884,0.992,3,26.3
2026,Vestland,Bømlo vidaregåande skule,maritime fag,Vg2,TP,num,38.8,34.61,0.897,0.994,4,37.8
2026,Vestland,Bømlo vidaregåande skule,automatiseringsfaget,Vg3,EL,num,32.9,35.12,0.841,0.982,4,42.9
2026,Vestland,Bømlo vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,34.3,33.68,0.797,0.965,3,30.0
2026,Vestland,Dale vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,41.3,31.46,0.548,0.671,4,32.7
2026,Vestland,Dale vidaregåande skule,studiespesialisering,Vg1,ST,num,40.7,41.31,0.681,0.877,5,43.4
2026,Vestland,Dale vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,30.6,36.23,0.722,0.917,4,39.3
2026,Vestland,Dale vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,36.88,0.828,0.978,4,40.0
2026,Vestland,Dale vidaregåande skule,industriteknologi,Vg2,TP,num,28.8,36.94,0.742,0.933,4,36.3
2026,Vestland,Dale vidaregåande skule,påbygg gen studiekomp e/yrkeskomp,Vg3,PB,open,,40.86,0.717,0.913,0,
2026,Vestland,Dale vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,40.0,36.28,0.749,0.937,3,28.8
2026,Vestland,Eid vidaregåande skule,elektro og datateknologi,Vg1,EL,num,35.0,33.69,0.637,0.823,3,32.4
2026,Vestland,Eid vidaregåande skule,"frisør, blomster, interiør og eksponeringsdesign",Vg1,FD,num,37.1,33.27,0.725,0.92,4,36.5
2026,Vestland,Eid vidaregåande skule,studiespesialisering,Vg1,ST,num,30.0,33.72,0.829,0.978,5,23.1
2026,Vestland,Eid vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,33.8,27.29,0.892,0.993,5,22.0
2026,Vestland,Eid vidaregåande skule,automatisering,Vg2,EL,num,27.8,34.21,0.888,0.992,5,16.3
2026,Vestland,Eid vidaregåande skule,elenergi og ekom,Vg2,EL,num,32.9,37.68,0.807,0.969,4,34.3
2026,Vestland,Eid vidaregåande skule,frisør,Vg2,FD,num,32.9,30.73,0.797,0.965,5,34.3
2026,Vestland,Eid vidaregåande skule,industriteknologi,Vg2,TP,num,22.5,30.35,0.768,0.95,3,33.8
2026,Vestland,Eid vidaregåande skule,interiør og eksponeringsdesign,Vg2,FD,num,28.6,33.34,0.701,0.898,4,38.6
2026,Vestland,Eid vidaregåande skule,automatiseringsfaget,Vg3,EL,open,,34.25,0.708,0.904,4,31.7
2026,Vestland,Eid vidaregåande skule,påbygg gen studiekomp e/yrkeskomp,Vg3,PB,num,38.6,38.24,0.774,0.953,0,
2026,Vestland,Eid vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,35.7,39.04,0.778,0.955,3,41.3
2026,Vestland,Firda vidaregåande skule,idrettsfag,Vg1,ID,open,,33.05,0.866,0.988,6,25.3
2026,Vestland,Firda vidaregåande skule,"musikk, dans og drama, dans",Vg1,MD,num,33.8,32.41,0.677,0.873,3,33.4
2026,Vestland,Firda vidaregåande skule,"musikk, dans og drama, drama",Vg1,MD,open,,31.46,0.691,0.888,3,29.3
2026,Vestland,Firda vidaregåande skule,"musikk, dans og drama, musikk",Vg1,MD,num,39.4,32.28,0.715,0.911,3,35.9
2026,Vestland,Firda vidaregåande skule,studiespesialisering,Vg1,ST,open,,34.73,0.414,0.382,3,28.8
2026,Vestland,Fitjar vidaregåande skule,"frisør, blomster, interiør og eksponeringsdesign",Vg1,FD,num,19.7,26.38,0.539,0.654,3,16.9
2026,Vestland,Fitjar vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,28.5,26.61,0.727,0.921,5,12.1
2026,Vestland,Fitjar vidaregåande skule,"helse- og oppvekstfag, sk 3 år",Vg1,HS,num,35.6,34.06,0.883,0.992,3,24.1
2026,Vestland,Fitjar vidaregåande skule,restaurant- og matfag,Vg1,RM,num,39.7,30.96,0.593,0.754,5,34.4
2026,Vestland,Fitjar vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,num,23.3,33.15,0.844,0.983,5,27.5
2026,Vestland,Fitjar vidaregåande skule,helsearbeiderfag,Vg2,HS,num,34.4,31.63,0.741,0.932,4,22.2
2026,Vestland,Fitjar vidaregåande skule,kokk- og servitørfag,Vg2,RM,open,,26.86,0.668,0.863,3,28.6
2026,Vestland,Fitjar vidaregåande skule,påbygg gen studiekomp e/yrkeskomp,Vg3,PB,num,30.0,36.75,0.768,0.95,0,
2026,Vestland,Fitjar vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,open,,36.51,0.774,0.953,3,42.5
2026,Vestland,Flora vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,open,,24.84,0.739,0.931,5,20.6
2026,Vestland,Flora vidaregåande skule,elektro og datateknologi,Vg1,EL,num,27.5,30.54,0.902,0.995,5,29.0
2026,Vestland,Flora vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,31.9,33.73,0.549,0.674,4,39.4
2026,Vestland,Flora vidaregåande skule,idrettsfag,Vg1,ID,num,42.5,36.01,0.867,0.988,6,38.8
2026,Vestland,Flora vidaregåande skule,studiespesialisering,Vg1,ST,num,37.6,36.35,0.712,0.909,4,36.6
2026,Vestland,Flora vidaregåande skule,teknologi- og industrifag,Vg1,TP,open,,31.18,0.752,0.94,4,29.3
2026,Vestland,Flora vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,open,,29.21,0.847,0.983,5,26.3
2026,Vestland,Flora vidaregåande skule,elenergi og ekom,Vg2,EL,open,,33.39,0.807,0.969,4,32.9
2026,Vestland,Flora vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,31.03,0.744,0.934,4,31.3
2026,Vestland,Flora vidaregåande skule,industriteknologi,Vg2,TP,num,21.1,31.63,0.871,0.989,5,28.8
2026,Vestland,Flora vidaregåande skule,rørlegger,Vg2,BA,open,,28.95,0.765,0.948,3,24.3
2026,Vestland,Flora vidaregåande skule,tømrer,Vg2,BA,open,,27.37,0.738,0.93,4,30.0
2026,Vestland,Flora vidaregåande skule,påbygg gen studiekomp e/yrkeskomp,Vg3,PB,open,,36.52,0.774,0.953,0,
2026,Vestland,Flora vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,41.4,38.55,0.876,0.99,4,38.8
2026,Vestland,Fusa vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,32.0,32.3,0.725,0.919,5,35.0
2026,Vestland,Fusa vidaregåande skule,naturbruk,Vg1,NA,open,,32.94,0.758,0.944,5,29.4
2026,Vestland,Fusa vidaregåande skule,restaurant- og matfag,Vg1,RM,open,,29.81,0.644,0.832,5,29.6
2026,Vestland,Fusa vidaregåande skule,teknologi- og industrifag,Vg1,TP,open,,36.53,0.795,0.964,4,31.6
2026,Vestland,Fusa vidaregåande skule,akvakultur,Vg2,NA,num,27.1,37.56,0.851,0.984,5,40.0
2026,Vestland,Fusa vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,37.43,0.733,0.926,3,37.5
2026,Vestland,Fusa vidaregåande skule,industriteknologi,Vg2,TP,num,30.0,32.04,0.766,0.949,4,32.5
2026,Vestland,Fusa vidaregåande skule,kokk- og servitørfag,Vg2,RM,num,47.1,32.93,0.647,0.836,2,32.9
2026,Vestland,Fyllingsdalen videregående skole,helse- og oppvekstfag,Vg1,HS,num,37.4,33.43,0.881,0.991,6,39.4
2026,Vestland,Fyllingsdalen videregående skole,"helse- og oppvekstfag, sk 3 år",Vg1,HS,num,40.6,40.93,0.837,0.981,3,42.5
2026,Vestland,Fyllingsdalen videregående skole,"musikk, dans og drama, drama",Vg1,MD,num,42.9,40.38,0.857,0.986,4,40.0
2026,Vestland,Fyllingsdalen videregående skole,studiespesialisering,Vg1,ST,num,44.4,41.52,0.869,0.989,9,45.8
2026,Vestland,Fyllingsdalen videregående skole,helsearbeiderfag,Vg2,HS,num,37.5,30.85,0.797,0.965,4,32.5
2026,Vestland,Fyllingsdalen videregående skole,påbygg. gen. studiekompetanse,Vg3,PB,num,41.3,40.91,0.911,0.996,4,44.3
2026,Vestland,Førde vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,num,27.1,31.3,0.767,0.949,5,30.6
2026,Vestland,Førde vidaregåande skule,elektro og datateknologi,Vg1,EL,num,40.6,40.49,0.919,0.997,5,37.0
2026,Vestland,Førde vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,32.5,36.22,0.862,0.987,6,39.4
2026,Vestland,Førde vidaregåande skule,"helse- og oppvekstfag, sk 3 år",Vg1,HS,num,37.9,42.81,0.904,0.995,3,45.0
2026,Vestland,Førde vidaregåande skule,"kunst, design og arkitektur",Vg1,KD,num,43.8,35.28,0.75,0.939,5,41.9
2026,Vestland,Førde vidaregåande skule,medier og kommunikasjon,Vg1,MK,num,40.6,38.21,0.59,0.749,4,36.3
2026,Vestland,Førde vidaregåande skule,naturbruk,Vg1,NA,open,,34.51,0.609,0.78,4,38.7
2026,Vestland,Førde vidaregåande skule,"naturbruk, hest",Vg1,NA,num,42.0,32.7,0.737,0.929,4,20.7
2026,Vestland,Førde vidaregåande skule,restaurant- og matfag,Vg1,RM,num,31.8,31.5,0.655,0.847,5,36.3
2026,Vestland,Førde vidaregåande skule,"salg, service og reiseliv",Vg1,SR,num,31.9,34.35,0.852,0.985,4,38.8
2026,Vestland,Førde vidaregåande skule,studiespesialisering,Vg1,ST,num,38.2,42.07,0.717,0.913,5,41.2
2026,Vestland,Førde vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,37.1,33.3,0.909,0.995,5,27.3
2026,Vestland,Førde vidaregåande skule,ambulansefag,Vg2,HS,num,55.0,51.34,0.927,0.997,5,48.8
2026,Vestland,Førde vidaregåande skule,anleggsteknikk,Vg2,BA,num,31.3,36.96,0.925,0.997,5,32.9
2026,Vestland,Førde vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,num,31.3,36.55,0.867,0.988,5,21.3
2026,Vestland,Førde vidaregåande skule,betong og mur,Vg2,BA,num,24.3,31.68,0.788,0.961,4,20.0
2026,Vestland,Førde vidaregåande skule,elenergi og ekom,Vg2,EL,num,28.6,41.2,0.914,0.996,5,32.9
2026,Vestland,Førde vidaregåande skule,helsearbeiderfag,Vg2,HS,num,37.8,35.17,0.772,0.952,4,25.0
2026,Vestland,Førde vidaregåande skule,helseservicefag,Vg2,HS,num,30.0,33.27,0.752,0.94,4,37.5
2026,Vestland,Førde vidaregåande skule,heste- og dyrefag,Vg2,NA,num,41.4,34.47,0.858,0.986,5,47.1
2026,Vestland,Førde vidaregåande skule,industriteknologi,Vg2,TP,num,31.1,32.26,0.797,0.965,4,33.8
2026,Vestland,Førde vidaregåande skule,kjøretøy,Vg2,TP,num,34.4,32.09,0.861,0.987,5,27.5
2026,Vestland,Førde vidaregåande skule,kokk- og servitørfag,Vg2,RM,open,,27.69,0.729,0.922,4,24.3
2026,Vestland,Førde vidaregåande skule,landbruk og gartnernæring,Vg2,NA,open,,34.56,0.861,0.987,5,40.0
2026,Vestland,Førde vidaregåande skule,"salg, service og reiseliv",Vg2,SR,open,,34.02,0.77,0.951,0,
2026,Vestland,Førde vidaregåande skule,transport og logistikk,Vg2,TP,num,26.3,30.56,0.775,0.954,4,35.0
2026,Vestland,Førde vidaregåande skule,tømrer,Vg2,BA,num,27.1,29.71,0.766,0.949,4,21.4
2026,Vestland,Førde vidaregåande skule,påbygg gen studiekomp e/yrkeskomp,Vg3,PB,num,35.0,41.38,0.82,0.975,0,
2026,Vestland,Førde vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,43.8,43.35,0.894,0.993,4,48.8
2026,Vestland,Førde vidaregåande skule,studieforberedende naturbruk,Vg3,NA,open,,32.02,0.752,0.94,2,26.7
2026,Vestland,Høyanger vidaregåande skule,elektro og datateknologi,Vg1,EL,open,,31.58,0.797,0.965,4,30.6
2026,Vestland,Høyanger vidaregåande skule,helse- og oppvekstfag,Vg1,HS,open,,29.08,0.489,0.548,2,32.0
2026,Vestland,Høyanger vidaregåande skule,studiespesialisering,Vg1,ST,open,,36.05,0.664,0.858,4,37.5
2026,Vestland,Høyanger vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,30.6,28.53,0.879,0.991,5,30.6
2026,Vestland,Høyanger vidaregåande skule,elenergi og ekom,Vg2,EL,num,27.1,30.88,0.884,0.992,5,27.1
2026,Vestland,Høyanger vidaregåande skule,helsearbeiderfag,Vg2,HS,num,32.5,29.57,0.734,0.927,2,23.8
2026,Vestland,Høyanger vidaregåande skule,industriteknologi,Vg2,TP,num,28.8,26.79,0.798,0.966,4,30.0
2026,Vestland,Høyanger vidaregåande skule,kjemiprosess- og laboratorief,Vg2,TP,num,32.5,32.81,0.824,0.976,2,37.5
2026,Vestland,Knarvik vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,num,31.3,34.21,0.894,0.993,6,35.9
2026,Vestland,Knarvik vidaregåande skule,elektro og datateknologi,Vg1,EL,num,37.9,39.52,0.939,0.998,5,38.7
2026,Vestland,Knarvik vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,20.0,36.08,0.795,0.964,5,38.7
2026,Vestland,Knarvik vidaregåande skule,studiespesialisering,Vg1,ST,num,35.6,37.97,0.78,0.956,8,33.8
2026,Vestland,Knarvik vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,38.1,38.53,0.931,0.998,5,42.7
2026,Vestland,Knarvik vidaregåande skule,automatisering,Vg2,EL,num,48.8,42.62,0.917,0.996,0,
2026,Vestland,Knarvik vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,num,40.0,36.12,0.892,0.993,5,36.3
2026,Vestland,Knarvik vidaregåande skule,elenergi og ekom,Vg2,EL,num,40.0,38.69,0.935,0.998,5,45.7
2026,Vestland,Knarvik vidaregåande skule,helsearbeiderfag,Vg2,HS,num,38.8,34.39,0.897,0.994,5,36.7
2026,Vestland,Knarvik vidaregåande skule,industriteknologi,Vg2,TP,num,42.5,39.21,0.913,0.996,5,43.8
2026,Vestland,Knarvik vidaregåande skule,kjemiprosess- og laboratorief,Vg2,TP,num,48.8,44.43,0.925,0.997,4,51.1
2026,Vestland,Knarvik vidaregåande skule,transport og logistikk,Vg2,TP,num,23.3,30.06,0.899,0.994,4,33.3
2026,Vestland,Knarvik vidaregåande skule,tømrer,Vg2,BA,num,40.0,33.01,0.801,0.967,4,32.9
2026,Vestland,Knarvik vidaregåande skule,påbygg. gen. studiekompetanse,Vg3,PB,num,46.3,42.94,0.917,0.996,4,46.7
2026,Vestland,Kvam vidaregåande skule,elektro og datateknologi,Vg1,EL,num,31.7,35.8,0.817,0.974,3,39.7
2026,Vestland,Kvam vidaregåande skule,helse- og oppvekstfag,Vg1,HS,num,36.5,32.81,0.735,0.927,5,27.9
2026,Vestland,Kvam vidaregåande skule,studiespesialisering,Vg1,ST,num,35.6,39.06,0.832,0.979,6,38.3
2026,Vestland,Kvam vidaregåande skule,teknologi- og industrifag,Vg1,TP,num,29.7,31.16,0.895,0.993,5,24.4
2026,Vestland,Kvam vidaregåande skule,industriteknologi,Vg2,TP,open,,31.08,0.772,0.952,3,35.7
2026,Vestland,Kvam vidaregåande skule,transport og logistikk,Vg2,TP,num,31.3,26.42,0.751,0.939,3,32.5
2026,Vestland,Kvinnherad vidaregåande skule,bygg- og anleggsteknikk,Vg1,BA,open,,30.83,0.706,0.903,5,35.0
2026,Vestland,Kvinnherad vidaregåande skule,elektro og datateknologi,Vg1,EL,num,44.1,38.72,0.882,0.991,5,41.5
2026,Vestland,Kvinnherad vidaregåande skule,helse- og oppvekstfag,Vg1,HS,open,,33.5,0.697,0.894,5,30.0
2026,Vestland,Kvinnherad vidaregåande skule,studiespesialisering,Vg1,ST,open,,38.25,0.53,0.635,4,43.3
2026,Vestland,Kvinnherad vidaregåande skule,teknologi- og industrifag,Vg1,TP,open,,33.83,0.771,0.952,4,37.6
2026,Vestland,Kvinnherad vidaregåande skule,barne- og ungdomsarbeider,Vg2,HS,open,,31.68,0.704,0.901,4,36.7
2026,Vestland,Kvinnherad vidaregåande skule,elenergi og ekom,Vg2,EL,num,27.1,36.0,0.779,0.956,4,38.8
2026,Vestland,Kvinnherad vidaregåande skule,helsearbeiderfag,Vg2,HS,open,,33.29,0.711,0.908,4,37.5
2026,Vestland,Kvinnherad vidaregåande skule,industriteknologi,Vg2,TP,num,28.8,32.68,0.74,0.931,4,33.8
2026,Vestland,Kvinnherad vidaregåande skule,kjemiprosess- og laboratorief,Vg2,TP,num,46.3,38.74,0.759,0.945,3,46.3
2026,Vestland,Kvinnherad vidaregåande skule,tømrer,Vg2,BA,open,,27.7,0.704,0.901,4,21.4
